Title,Artists,Song URL
Needed Me,Rihanna,https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3
Don't Stop The Music,Rihanna,https://open.spotify.com/track/1Jo0Zg7XlrA6z0mFTZVdkn
Pour It Up,Rihanna,https://open.spotify.com/track/5r67bGhYXZNqk2m2Wupfmu
IL BENE NEL MALE,Madame,https://open.spotify.com/track/2j8E9m3kDHfxFnGhN4fXaC
Pon de Replay,Rihanna,https://open.spotify.com/track/3U3Ff8ZvL6oEu1r98gCCWW
Billete Grande (En Vivo),"Fuerza Regida, Edgardo Nuñez",https://open.spotify.com/track/3XfUFGzbr0LmwFVoLXd9cO
ULALA (OOH LA LA),"Myke Towers, Daddy Yankee",https://open.spotify.com/track/4EQOGfssbSpTlV6EZRtrSv
Flow Espacial,"Teto, WIU, Matuê",https://open.spotify.com/track/4qDT0BeJ7BjatrN9k8AvB4
Where Are You Now,"Lost Frequencies, Calum Scott",https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
Sie weiß (feat. Mero),"AYLIVA, MERO",https://open.spotify.com/track/7DyDjhZMEIK5Ied4juTCyc
Shut up My Moms Calling - (Sped Up),Hotel Ugly,https://open.spotify.com/track/31mzt4ZV8C0f52pIz1NSwd
El Rescate,"Grupo Marca Registrada, Junior H",https://open.spotify.com/track/4w273WCBXwM4P3jTX5HkB2
Gimme (feat. Koffee & Jessie Reyez),"Sam Smith, Koffee, Jessie Reyez",https://open.spotify.com/track/7o44vqiznJAsLZpSZwtCkV
The Hills X Creepin X The Color Violet,LonelyEve,https://open.spotify.com/track/1QzwMKkw7GfCY9CM9znmtF
Very Few Friends,Saint Levant,https://open.spotify.com/track/2L0PRavRIQIjVcZK4Qgfgi
Tarot,"Bad Bunny, Jhayco",https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN
Chale,Eden Muñoz,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6
