Title,Artists,Danceability,Energy,Loudness_fixed,Speechiness,Acousticness,Instrumentalness,Valence,Song URL,Cluster
The Hills X Creepin X The Color Violet,LonelyEve,0.676,0.53,-8.231,0.041,0.011,0.0,0.177,https://open.spotify.com/track/1QzwMKkw7GfCY9CM9znmtF,3
We Caa Done (feat. Drake),"Popcaan, Drake",0.568,0.76,-6.455,0.275,0.043,0.0,0.481,https://open.spotify.com/track/6rb3wFQ66EWR7DcPG0oEE1,1
i'm yours,Isabel LaRosa,0.398,0.705,-0.00707,0.076,0.204,0.0,0.635,https://open.spotify.com/track/37vVp2sWHuuIBOSl1NswP6,4
Señorita,"Shawn Mendes, Camila Cabello",0.759,0.548,-6.049,0.029,0.039,0.0,0.749,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,0
Yonaguni,Bad Bunny,0.644,0.648,-4.601,0.118,0.276,0.0,0.44,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,4
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",0.756,0.697,-6.377,0.04,0.182,0.0,0.956,https://open.spotify.com/track/2DB4DdfCFMw1iaR6JaR03a,0
I'll Be Waiting,Cian Ducrot,0.509,0.619,-4.102,0.039,0.355,0.0,0.544,https://open.spotify.com/track/0JIhRhZPF5j5dx0FGqTWxy,4
Very Few Friends,Saint Levant,0.777,0.469,-8.344,0.163,0.162,0.002,0.557,https://open.spotify.com/track/2L0PRavRIQIjVcZK4Qgfgi,3
Desesperados,"Rauw Alejandro, Chencho Corleone",0.869,0.694,-0.00335,0.078,0.356,0.001,0.511,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p,0
Tubarão Te Amo,"Dj LK da Escócia, Tchakabum, MC Ryan SP, mc jhenny, Mc RF",0.889,0.742,-3.495,0.358,0.299,0.001,0.479,https://open.spotify.com/track/4UldILPVpnZO69ffK4B9aA,1
Snow On The Beach (feat. La Del Rey),"Taylor Swift, La Del Rey",0.663,0.319,-13.481,0.038,0.69,0.001,0.193,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h,2
Tarot,"Bad Bunny, Jhayco",0.795,0.684,-3.971,0.042,0.023,0.0,0.419,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN,3
Bejeweled,Taylor Swift,0.696,0.559,-0.00919,0.069,0.062,0.0,0.433,https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE,4
Vegas (From the Origil Motion Picture Soundtrack ELVIS),Doja Cat,0.801,0.601,-7.574,0.255,0.078,0.0,0.74,https://open.spotify.com/track/0hquQWY3xvYqN4qtiquniF,1
good 4 u,Olivia Rodrigo,0.563,0.664,-5.044,0.154,0.335,0.0,0.688,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,0
Assunto Delicado - Ao Vivo,"Guilherme & Benuto, Xand Avião",0.569,0.941,-4.135,0.312,0.401,0.0,0.608,https://open.spotify.com/track/3yHXEidSu4gYVRqKoI653O,1
Beijo de Glicose - Ao Vivo,"Diego & Victor Hugo, Jorge & Mateus",0.556,0.87,-3.738,0.101,0.409,0.0,0.59,https://open.spotify.com/track/6gyhp7IcNhTYzwlk8utsgP,0
Billie Jean,Michael Jackson,0.932,0.457,-0.00962,0.054,0.017,0.044,0.884,https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj,0
Bohemian Rhapsody - Remastered 2011,Queen,0.414,0.404,-9.928,0.05,0.271,0.0,0.224,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2
Chale,Eden Muñoz,0.551,0.436,-8.029,0.043,0.395,0.0,0.862,https://open.spotify.com/track/74WROFXsox6wkeUrEK2DS6,3
DÁKITI,"Bad Bunny, Jhayco",0.731,0.573,-10.059,0.054,0.401,0.0,0.145,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,3
Dancing Queen,ABBA,0.543,0.87,-6.514,0.043,0.358,0.001,0.754,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr,0
Después de la Playa,Bad Bunny,0.564,0.903,-3.221,0.307,0.356,0.0,0.607,https://open.spotify.com/track/1dm6z1fWB0cErMszU25dy2,1
Don't Stop Believin',Journey,0.5,0.748,-9.072,0.036,0.127,0.0,0.514,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,4
Don't Stop Me Now - Remastered 2011,Queen,0.559,0.868,-5.276,0.17,0.048,0.0,0.609,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,0
First Class,Jack Harlow,0.902,0.582,-5.902,0.109,0.111,0.0,0.332,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC,3
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,0.749,0.491,-9.655,0.04,0.02,0.009,0.536,https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6,3
I Gotta Feeling,Black Eyed Peas,0.743,0.766,-6.375,0.027,0.087,0.0,0.61,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR,0
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,0.709,0.824,-8.824,0.045,0.207,0.0,0.867,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj,0
In Da Club,50 Cent,0.899,0.713,-2.752,0.366,0.255,0.0,0.777,https://open.spotify.com/track/7iL6o9tox1zgHpKUfh9vuC,1
JGL,"La Adictiva, Luis R Conriquez",0.702,0.586,-5.317,0.118,0.55,0.0,0.965,https://open.spotify.com/track/5kpxVMDvYGRmNqawPqDTYR,0
Kiss Me More (feat. SZA),"Doja Cat, SZA",0.764,0.705,-3.463,0.028,0.259,0.0,0.781,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,0
La Boda Del Huitlacoche - Live,Carin Leon,0.684,0.882,-7.963,0.076,0.517,0.0,0.892,https://open.spotify.com/track/1Tcm4Qi0lbzXofH11MIzJs,0
La Corriente,"Bad Bunny, Tony Dize",0.663,0.786,-0.00351,0.195,0.229,0.0,0.579,https://open.spotify.com/track/1797zYiX4cKosMH836X9Gt,0
Média Boa - Ao Vivo,Felipe e Rodrigo,0.676,0.824,-3.675,0.066,0.382,0.0,0.73,https://open.spotify.com/track/1dMyIigB6MDsfD3xuG6TbO,0
Mr. Brightside,The Killers,0.352,0.911,-0.00523,0.075,0.001,0.0,0.236,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,4
Novinha do Onlyfans (Tchan Ran Tchan Tchan),Kadu Martins,0.767,0.684,-3.221,0.043,0.508,0.0,0.965,https://open.spotify.com/track/0oB3IBEhbmgTrL7mV0VnFq,0
Pactos - Ao Vivo,"Matheus & Kauan, Jorge & Mateus",0.565,0.889,-2.976,0.05,0.582,0.0,0.473,https://open.spotify.com/track/2M4kQD87lKnAS9vFlb4Bez,4
Party,"Bad Bunny, Rauw Alejandro",0.829,0.799,-5.389,0.09,0.015,0.001,0.471,https://open.spotify.com/track/4tYFy8ALRjIZvnvSLw5lxN,0
All I Want for Christmas Is You,Mariah Carey,0.336,0.627,-7.463,0.038,0.164,0.0,0.35,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,4
B.O.T.A. (Baddest Of Them All) - Edit,"Eliza Rose, Interplanetary Criminal",0.736,0.906,-7.589,0.048,0.164,0.585,0.698,https://open.spotify.com/track/39JofJHEtg8I4fSyo7Imft,0
Belly Dancer,"Imanbek, BYOR",0.845,0.797,-4.984,0.139,0.058,0.0,0.422,https://open.spotify.com/track/7fZBQnc0zXwVybgCIrQQil,0
BILLIE EILISH.,Armani White,0.9,0.509,-6.647,0.257,0.115,0.0,0.765,https://open.spotify.com/track/27ZZdyTSQWI7Cug2d2PkqV,1
BREAK MY SOUL,Beyoncé,0.693,0.887,-5.039,0.08,0.058,0.0,0.864,https://open.spotify.com/track/5pyoxDZ1PX0KxBxiRVxA4U,0
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",0.664,0.758,-6.583,0.21,0.002,0.0,0.701,https://open.spotify.com/track/0TwBtDAWpkpM3srywFVOV5,0
Dance Monkey,Tones And I,0.824,0.587,-6.401,0.094,0.69,0.0,0.514,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30,3
Do It To It,"ACRAZE, Cherish",0.854,0.806,-8.262,0.089,0.021,0.054,0.637,https://open.spotify.com/track/20on25jryn53hWghthWWW3,0
Freed From Desire,Gala,0.715,0.76,-7.534,0.041,0.389,0.02,0.667,https://open.spotify.com/track/3Ucr6hQQuY8cZ0UqXV8uO2,0
Happy New Year,ABBA,0.51,0.375,-9.185,0.029,0.813,0.0,0.25,https://open.spotify.com/track/4AsvGVDWs16fqIiIdDzyvX,2
Hey Ya!,Outkast,0.727,0.974,-2.261,0.066,0.103,0.001,0.965,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,0
Just Dance,"Lady Gaga, Colby O'Donis",0.822,0.739,-4.541,0.031,0.026,0.0,0.745,https://open.spotify.com/track/1dzQoRqT5ucxXVaAhTcT0J,0
Last Christmas,Wham!,0.735,0.478,-12.472,0.029,0.189,0.0,0.947,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,3
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",0.586,0.616,-7.964,0.032,0.182,0.0,0.719,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T,0
Memories (feat. Kid Cudi),David Guetta,0.547,0.92,-3.939,0.259,0.002,0.0,0.372,https://open.spotify.com/track/0Xh6R6XLoTDRBYriQRgkHj,4
Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",0.547,0.92,-3.939,0.259,0.002,0.0,0.372,https://open.spotify.com/track/0Xh6R6XLoTDRBYriQRgkHj,4
MONTERO (Call Me By Your me),Lil Nas X,0.593,0.503,-6.725,0.22,0.293,0.0,0.71,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W,1
Promiscuous,"Nelly Furtado, Timbaland",0.808,0.97,-6.098,0.051,0.057,0.0,0.868,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN,0
September,"Earth, Wind & Fire",0.684,0.864,-4.819,0.031,0.131,0.005,0.978,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw,0
The Motto,"Tiësto, Ava Max",0.754,0.763,-4.627,0.044,0.03,0.0,0.464,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO,0
Toxic,Britney Spears,0.774,0.838,-3.914,0.114,0.025,0.025,0.924,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,0
Snowman,Sia,0.716,0.512,-6.257,0.033,0.483,0.0,0.326,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq,3
Feliz navidad,José Feliciano,0.514,0.818,-9.642,0.045,0.406,0.0,0.967,https://open.spotify.com/track/3qCeq0rWK67SoBDgFd2sId,0
It's Beginning to Look a Lot like Christmas,Michael Bublé,0.331,0.223,-11.274,0.034,0.88,0.0,0.355,https://open.spotify.com/track/1rv46mRwDqMEhOBZ7vODg3,2
It's the Most Wonderful Time of the Year,Andy Williams,0.234,0.526,-11.656,0.041,0.871,0.0,0.649,https://open.spotify.com/track/1IcR6RlgvDczfvoWJSSY2A,2
Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.036,0.643,0.0,0.806,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya,3
Rockin' Around The Christmas Tree,Brenda Lee,0.589,0.472,-8.749,0.05,0.614,0.0,0.898,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,2
Santa Tell Me,Ariana Grande,0.525,0.621,-7.364,0.116,0.049,0.0,0.591,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,4
A Holly Jolly Christmas,Burl Ives,0.683,0.375,-13.056,0.03,0.579,0.0,0.888,https://open.spotify.com/track/77khP2fIVhSW23NwxrRluh,2
Blue Christmas,Elvis Presley,0.465,0.27,-16.661,0.043,0.9,0.001,0.58,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ,2
Christmas (Baby Please Come Home),Darlene Love,0.325,0.759,-7.146,0.053,0.395,0.0,0.36,https://open.spotify.com/track/47ohYW8e7dxCYn9qbUMBCI,4
Christmas (Baby Please Come Home),Mariah Carey,0.561,0.782,-7.444,0.032,0.022,0.0,0.704,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN,0
Christmas Lights,Coldplay,0.315,0.418,-9.146,0.03,0.131,0.001,0.237,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,4
Deck The Hall,Nat King Cole,0.684,0.437,-10.522,0.049,0.742,0.0,0.964,https://open.spotify.com/track/0rHToGels2lt8Y0mCYoF90,2
Deck The Halls,Nat King Cole,0.684,0.437,-10.522,0.049,0.742,0.0,0.964,https://open.spotify.com/track/0rHToGels2lt8Y0mCYoF90,2
Do They Know It's Christmas? - 1984 Version,Band Aid,0.598,0.643,-6.933,0.036,0.164,0.0,0.349,https://open.spotify.com/track/4Yg2w0P29BBBMixyeNjDtj,4
Driving Home for Christmas - 2019 Remaster,Chris Rea,0.513,0.583,-10.863,0.038,0.355,0.0,0.866,https://open.spotify.com/track/27qAMKrDdKEs8HDXcvR24R,3
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",0.321,0.64,-10.023,0.032,0.28,0.0,0.414,https://open.spotify.com/track/27RYrbL6S02LNVhDWVl38b,4
Have Yourself A Merry Little Christmas - Remastered 1999,Frank Sitra,0.262,0.137,-15.235,0.034,0.913,0.0,0.288,https://open.spotify.com/track/2FPfeYlrbSBR8PwCU0zaqq,2
Holly Jolly Christmas,Michael Bublé,0.647,0.465,-8.308,0.043,0.865,0.0,0.699,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE,2
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",0.724,0.276,-0.01225,0.06,0.76,0.0,0.718,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa,3
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters",0.724,0.276,-0.01225,0.06,0.76,0.0,0.718,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa,3
Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,0.666,0.841,-3.592,0.031,0.613,0.0,0.84,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU,0
Jingle Bells - Remastered 1999,Frank Sitra,0.512,0.339,-13.119,0.05,0.727,0.0,0.951,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL,2
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0.451,0.24,-14.014,0.035,0.912,0.0,0.701,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg,2
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"Frank Sinatra, B. Swanson Quartet",0.652,0.259,-13.336,0.06,0.903,0.0,0.836,https://open.spotify.com/track/4kKdvXD0ez7jp1296JmAts,2
Little Saint Nick - 1991 Remix,The Beach Boys,0.602,0.553,-9.336,0.033,0.108,0.0,0.971,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM,0
Little Saint Nick - 1991 Remix,"The Beach Boys, Mark Linett, Sweet, Larry Walsh",0.602,0.553,-9.336,0.033,0.108,0.0,0.971,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM,0
Merry Christmas,"Ed Sheeran, Elton John",0.594,0.935,-2.018,0.036,0.243,0.0,0.602,https://open.spotify.com/track/0aoUM0zcu0kCX7Cv7O939I,0
Merry Christmas Everyone,Shakin' Stevens,0.534,0.904,-3.315,0.037,0.129,0.0,0.96,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn,0
Mistletoe,Justin Bieber,0.657,0.56,-9.049,0.047,0.498,0.0,0.854,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA,3
My Only Wish (This Year),Britney Spears,0.669,0.843,-3.766,0.027,0.169,0.0,0.702,https://open.spotify.com/track/0YWUHZPJVg4iujddsJDwhM,0
Please Come Home for Christmas - 2013 Remaster,Eagles,0.612,0.289,-11.568,0.042,0.599,0.003,0.466,https://open.spotify.com/track/3QIoEi8Enr9uHffwInGIsC,2
Run Rudolph Run,Chuck Berry,0.681,0.715,-10.609,0.091,0.812,0.0,0.957,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ,0
Run Rudolph Run - Single Version,Chuck Berry,0.681,0.715,-10.609,0.091,0.812,0.0,0.957,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ,0
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,0.357,0.668,-8.444,0.048,0.362,0.0,0.407,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee,4
Santa Claus Is Coming To Town,The Jackson 5,0.682,0.577,-11.309,0.035,0.271,0.001,0.943,https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z,3
Sleigh Ride,The Ronettes,0.529,0.772,-7.013,0.029,0.403,0.0,0.853,https://open.spotify.com/track/7fUYUcWy853HS8YJn0b3Sr,0
Step Into Christmas,Elton John,0.526,0.925,-5.584,0.036,0.102,0.0,0.819,https://open.spotify.com/track/6sBWmE23q6xQHlnEZ8jYPT,0
Thank God It's Christmas - Non-Album Single,Queen,0.296,0.421,-8.891,0.029,0.214,0.0,0.335,https://open.spotify.com/track/2xGO2UjzxeVQSIkyg98vck,2
The Christmas Song (Merry Christmas To You),Nat King Cole,0.319,0.21,-15.231,0.034,0.92,0.0,0.209,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON,2
Underneath the Tree,Kelly Clarkson,0.509,0.812,-5.438,0.054,0.001,0.0,0.689,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5,0
White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",0.317,0.158,-16.485,0.038,0.673,0.353,0.247,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW,2
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,0.774,0.511,-8.914,0.032,0.322,0.0,0.771,https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu,3
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",0.635,0.87,-4.291,0.04,0.015,0.0,0.912,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ,0
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,0.635,0.87,-4.291,0.04,0.015,0.0,0.912,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ,0
(There's No Place Like) Home for the Holidays - 1959 Version,Perry Como,0.478,0.341,-12.556,0.051,0.897,0.0,0.474,https://open.spotify.com/track/0hvN2v6fAcB6xWyW7UaooA,2
2000 Miles - 2007 Remaster,Pretenders,0.22,0.708,-9.051,0.035,0.003,0.027,0.453,https://open.spotify.com/track/5wTM2Bm8phDwHAuOsfBwhU,4
"A Holly Jolly Christmas - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",Burl Ives,0.565,0.377,-11.566,0.028,0.729,0.0,0.73,https://open.spotify.com/track/7MOBQpfxrtjPu5hYT21yaG,2
Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,0.553,0.476,-8.869,0.065,0.647,0.0,0.558,https://open.spotify.com/track/0Ie5uiv54KgCr7P4sYDTHl,2
Baby It's Cold Outside (with Michael Bublé),"Idina Menzel, Michael Bublé",0.553,0.476,-8.869,0.065,0.647,0.0,0.558,https://open.spotify.com/track/0Ie5uiv54KgCr7P4sYDTHl,2
"Baby, It's Cold Outside",Dean Martin,0.469,0.196,-16.093,0.057,0.882,0.0,0.537,https://open.spotify.com/track/4MrfQL4TYQXJBlZYpAHTuE,2
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,0.583,0.572,-4.776,0.037,0.738,0.0,0.684,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK,2
"Baby, It's Cold Outside (feat. Meghan Trainor)","Brett Eldredge, Meghan Trainor",0.583,0.572,-4.776,0.037,0.738,0.0,0.684,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK,2
Carol of the Bells,"Mykola Dmytrovych Leontovych, John Williams",0.418,0.106,-22.507,0.045,0.994,0.029,0.8,https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI,2
"Caroling, Caroling",Nat King Cole,0.308,0.381,-11.143,0.03,0.763,0.0,0.597,https://open.spotify.com/track/11Z7sdkpC5IaaydoIvDn74,2
Christmas Time Is Here,Vince Guaraldi Trio,0.367,0.122,-0.02134,0.032,0.984,0.0,0.104,https://open.spotify.com/track/3bMfUUpzUzqWp9II00yRhE,2
Christmas Tree Farm,Taylor Swift,0.598,0.68,-4.505,0.033,0.06,0.0,0.437,https://open.spotify.com/track/2mvabkN1i2gLnGAPUVdwek,4
Christmas Without You,Ava Max,0.654,0.596,-0.00468,0.046,0.424,0.0,0.382,https://open.spotify.com/track/1QLZKzC2pjP4ySf4ALrNhm,4
Cool Yule,"Louis Armstrong, The Commanders",0.568,0.505,-8.041,0.128,0.676,0.0,0.692,https://open.spotify.com/track/33GkcZ89Aj254FaJoFwCl9,2
Cozy Little Christmas,Katy Perry,0.774,0.608,-6.264,0.128,0.128,0.0,0.56,https://open.spotify.com/track/02FaKXXL7KUtRc7K0k54tL,3
"Cuddle Up, Cozy Down Christmas","Dolly Parton, Michael Bublé",0.658,0.515,-7.283,0.037,0.678,0.0,0.652,https://open.spotify.com/track/6SvzJUQd3FnuOJI1KWl9hq,2
Do You Hear What I Hear?,Bing Crosby,0.489,0.328,-10.892,0.026,0.891,0.0,0.405,https://open.spotify.com/track/4EZUcj7c8n9pWIwHqN0DoH,2
Do You Hear What I Hear? - Remastered 2006,Bing Crosby,0.489,0.328,-10.892,0.026,0.891,0.0,0.405,https://open.spotify.com/track/4EZUcj7c8n9pWIwHqN0DoH,2
Fairytale of New York (feat. Kirsty MacColl),"The Pogues, Kirsty MacColl",0.271,0.551,-0.00748,0.046,0.582,0.0,0.428,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK,4
Frosty The Snowman,Ella Fitzgerald,0.579,0.502,-0.00757,0.051,0.733,0.0,0.836,https://open.spotify.com/track/65irrLqfCMRiO3p87P4C0D,0
Frosty the Snowman,The Ronettes,0.382,0.879,-7.584,0.064,0.228,0.0,0.559,https://open.spotify.com/track/0OcpVNf7hnJBPbTFMSG7CI,4
God Rest Ye Merry Gentlemen,Bing Crosby,0.466,0.213,-12.009,0.045,0.984,0.0,0.693,https://open.spotify.com/track/6Uekkm0MOVT4WznQy0ktVR,2
Hallelujah,Pentatonix,0.322,0.377,-7.385,0.036,0.454,0.0,0.366,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx,2
Happy Holiday / The Holiday Season,Andy Williams,0.462,0.402,-13.792,0.035,0.825,0.0,0.7,https://open.spotify.com/track/1Wf14bTyb6UeKojy8ykPYm,2
Happy Xmas (War Is Over),Céline Dion,0.347,0.6,-5.254,0.03,0.451,0.0,0.158,https://open.spotify.com/track/2ohR9Qj4TgZafZCptO9cly,4
Have Yourself A Merry Little Christmas,Sam Smith,0.438,0.178,-9.402,0.041,0.957,0.0,0.344,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K,2
Have Yourself A Merry Little Christmas,Judy Garland,0.185,0.253,-12.407,0.033,0.965,0.366,0.094,https://open.spotify.com/track/1fEo7EnPl1LEn0CAy1xPL5,2
Have Yourself a Merry Little Christmas,Michael Bublé,0.275,0.276,-11.395,0.032,0.602,0.002,0.195,https://open.spotify.com/track/1DnSNqCQM3LUxqFuXt184Q,2
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,0.575,0.236,-16.982,0.042,0.968,0.018,0.829,https://open.spotify.com/track/7n7VsX3sv66znBwA8b5uhp,2
Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,0.834,0.371,-0.01199,0.036,0.799,0.0,0.976,https://open.spotify.com/track/25leEEaz1gIpp7o21Fqyjo,0
I Saw Mommy Kissing Santa Claus,The Jackson 5,0.574,0.603,-11.652,0.059,0.356,0.0,0.653,https://open.spotify.com/track/3lkYS3iMpWMVpaJ0yJAFrJ,3
I Want a Hippopotamus for Christmas (Hippo the Hero),Gayla Peevey,0.853,0.338,-9.124,0.049,0.832,0.006,0.927,https://open.spotify.com/track/5P8Xvy5tzhmfyfA6GplQ8h,2
I Wish It Could Be Christmas Everyday,Wizzard,0.383,0.914,-0.00643,0.052,0.004,0.0,0.528,https://open.spotify.com/track/1mH6tZC6iXIHPI6EixCwxw,4
I'll Be Home,Meghan Trainor,0.542,0.37,-7.779,0.026,0.318,0.0,0.289,https://open.spotify.com/track/0lTurWECr2XL607eJAj1A3,2
I'll Be Home for Christmas,Michael Bublé,0.282,0.101,-14.657,0.032,0.934,0.0,0.141,https://open.spotify.com/track/0tXPhc8LvM4dPvoRwI66XQ,2
I'll Be Home For Christmas - Single Version,Bing Crosby,0.24,0.097,-15.167,0.034,0.707,0.0,0.178,https://open.spotify.com/track/1fjOitI0vZ41P63p1MQLcc,2
It's Beginning To Look A Lot Like Christmas,Bing Crosby,0.464,0.259,-9.194,0.038,0.869,0.0,0.531,https://open.spotify.com/track/1uh1iaMqBdx4XyrXhssKGD,2
It's Beginning to Look Like Christmas,Johnny Mathis,0.632,0.329,-14.811,0.044,0.853,0.0,0.564,https://open.spotify.com/track/4jwZZX8J8eN3w0FOK4FCI3,2
Jingle Bells (feat. The Puppini Sisters),Michael Bublé,0.702,0.588,-5.914,0.056,0.634,0.0,0.849,https://open.spotify.com/track/4qBejt9FeqLI9blHI1Nq1x,0
Jingle Bells (feat. The Puppini Sisters),"Michael Bublé, The Puppini Sisters",0.702,0.588,-5.914,0.056,0.634,0.0,0.849,https://open.spotify.com/track/4qBejt9FeqLI9blHI1Nq1x,0
Joy To The World,Nat King Cole,0.553,0.337,-10.334,0.03,0.818,0.0,0.662,https://open.spotify.com/track/1VuAamHM7P3VQQEXYGG3Uu,2
Last Christmas,Ariana Grande,0.504,0.8,-2.763,0.039,0.125,0.0,0.789,https://open.spotify.com/track/5xDrO9DEDJGUQGfyoHvgDJ,0
Let It Snow! - 10th Anniversary,Michael Bublé,0.558,0.531,-5.114,0.048,0.631,0.0,0.576,https://open.spotify.com/track/2EmEXCi8ue7p5Xqmqz10kW,2
Like It's Christmas,Jonas Brothers,0.725,0.571,-6.007,0.102,0.018,0.0,0.61,https://open.spotify.com/track/1OjmlSFuzYflWjSMTCyTJv,3
Linus And Lucy,Vince Guaraldi Trio,0.381,0.37,-15.948,0.039,0.804,0.247,0.814,https://open.spotify.com/track/33EcmYsTQVIGRGnGPOfTwu,2
Lonely This Christmas,Mud,0.551,0.325,-13.507,0.029,0.81,0.0,0.496,https://open.spotify.com/track/5DMItYJluCFc7YtFdP4aXo,2
Make It To Christmas,Alessia Cara,0.522,0.522,-0.00787,0.038,0.13,0.0,0.305,https://open.spotify.com/track/6RS6rcjnWrdfVuu2U2W2dj,4
Man With The Bag,Jessie J,0.626,0.676,-3.178,0.074,0.608,0.0,0.684,https://open.spotify.com/track/2Ysi49tRdVH74d1Cnc4o94,0
Mary's Boy Child / Oh My Lord,Boney M.,0.781,0.718,-8.722,0.036,0.278,0.0,0.925,https://open.spotify.com/track/2qqZ5fOGuNvYVzgPFDLQ4l,0
Mele Kalikimaka - Single Version,"Bing Crosby, The Andrews Sisters",0.513,0.156,-13.668,0.072,0.808,0.0,0.589,https://open.spotify.com/track/1GQ3cCJMAhLqWARyVZWxnO,2
