Title,Artists,Danceability,Energy,Loudness_fixed,Speechiness,Acousticness,Instrumentalness,Valence,Song URL,Cluster
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.842,0.801,-4.167,0.228,0.157,0.0,0.617,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,0
Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,0.757,0.673,-8.513,0.141,0.095,0.0,0.574,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ,3
Vulnerable,Selena Gomez,0.695,0.573,-8.882,0.167,0.132,0.0,0.38,https://open.spotify.com/track/11OwAR3GlBj9E35Cznf7Lj,3
Ring,Selena Gomez,0.873,0.51,-0.00535,0.066,0.565,0.0,0.871,https://open.spotify.com/track/11Ey4yJVeWEsA73KjACkVY,0
Up All Night,Khalid,0.665,0.712,-7.536,0.053,0.001,0.003,0.669,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,0
Crowded Room (feat. 6LACK),Selena Gomez,0.724,0.415,-8.408,0.052,0.764,0.0,0.328,https://open.spotify.com/track/2C0hTkdEoikhKzDCJl32QZ,2
Kraazy,Likybo,0.689,0.701,-9.477,0.237,0.314,0.0,0.37,https://open.spotify.com/track/3s2Qd1rsWqbvOoxpFTRp8D,1
People You Know,Selena Gomez,0.695,0.62,-8.082,0.052,0.088,0.0,0.62,https://open.spotify.com/track/63mdJr3NMY3wReOkNE6c6W,3
Peta (feat. Meek Mill),Roddy Ricch,0.778,0.573,-7.339,0.251,0.015,0.0,0.269,https://open.spotify.com/track/4bl1HBZliBuYpFZjWgefE4,1
Diamonds (with Normani),Megan Thee Stallion,0.785,0.753,-3.841,0.087,0.188,0.0,0.488,https://open.spotify.com/track/0PQsrLxPbOBBwwmXCnGvcF,0
GANG GANG,"JACKBOYS, Sheck Wes",0.859,0.6,-0.00463,0.301,0.071,0.0,0.568,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,1
Had Enough (feat. Quavo & Offset),Don Toliver,0.748,0.789,-4.579,0.103,0.262,0.0,0.671,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,0
A Sweeter Place (feat. Kid Cudi),Selena Gomez,0.583,0.777,-6.991,0.185,0.109,0.001,0.31,https://open.spotify.com/track/4bb94wZVF1cX66vQjNeJTX,4
Let Me Get Me,Selena Gomez,0.826,0.571,-9.263,0.043,0.249,0.0,0.475,https://open.spotify.com/track/0uFForNKQPvgSCnxlZIhQy,3
Old Town Road,Lil Nas X,0.907,0.53,-6.112,0.127,0.058,0.0,0.507,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,3
Cut You Off,Selena Gomez,0.855,0.294,-8.676,0.286,0.3,0.0,0.842,https://open.spotify.com/track/4OtHGdb0KqEbaWb6edUnR9,1
Fun,Selena Gomez,0.863,0.419,-10.144,0.437,0.076,0.0,0.523,https://open.spotify.com/track/64kfyGcf5dvbw92Vv4THCj,1
Kinda Crazy,Selena Gomez,0.691,0.446,-10.304,0.047,0.484,0.005,0.534,https://open.spotify.com/track/59iGOjPSOcPLGl3vqEStUp,3
Roller,Apache 207,0.941,0.758,-0.00647,0.17,0.026,0.003,0.683,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M,0
Family,"The Chainsmokers, Kygo",0.584,0.607,-6.605,0.036,0.426,0.0,0.374,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL,4
WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott",0.643,0.594,-5.191,0.031,0.07,0.0,0.195,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,4
One Thing Right,"Marshmello, Kane Brown",0.659,0.625,-2.253,0.045,0.064,0.0,0.442,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,4
VALENTINO,24kGoldn,0.746,0.717,-4.841,0.179,0.199,0.0,0.523,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q,0
Trampoline,"SHAED, ZAYN",0.619,0.459,-5.782,0.033,0.56,0.0,0.498,https://open.spotify.com/track/4HBvwhhYo7YiYXkUDrOHzS,2
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,0.774,0.836,-2.323,0.152,0.288,0.0,0.494,https://open.spotify.com/track/7ntUbTIwmwOD6ygCMRZT6e,0
comethru,Jeremy Zucker,0.795,0.178,-11.991,0.057,0.607,0.0,0.608,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2
In My Mind,"Dynoro, Gigi D'Agostino",0.694,0.77,-5.335,0.149,0.176,0.0,0.163,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,4
Ne reviens pas,"Gradur, Heuss L'enfoiré",0.932,0.778,-3.384,0.064,0.212,0.0,0.933,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH,0
Candy,Doja Cat,0.689,0.516,-5.857,0.044,0.513,0.0,0.209,https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,3
Changes,Lauv,0.532,0.455,-8.366,0.156,0.452,0.0,0.204,https://open.spotify.com/track/3vUc9WQpoca15404jNdzf9,2
Wrong Direction,Hailee Steinfeld,0.378,0.388,-9.017,0.036,0.472,0.0,0.188,https://open.spotify.com/track/7GCVboEDzfL3NKp1NrAgHR,2
Let Me Know (I Wonder Why Freestyle),Juice WRLD,0.635,0.537,-7.895,0.083,0.172,0.0,0.383,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx,3
Lover (Remix) [feat. Shawn Mendes],Taylor Swift,0.448,0.603,-7.176,0.064,0.433,0.0,0.422,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0,4
3 Batidas - Ao Vivo,Guilherme & Benuto,0.552,0.709,-5.435,0.129,0.611,0.0,0.527,https://open.spotify.com/track/1uryupl9hqVZYurJwH4G9k,4
Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardes, Kelly Ruíz",0.745,0.972,-3.506,0.077,0.009,0.465,0.556,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,0
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,0.39,0.903,-3.846,0.409,0.445,0.0,0.47,https://open.spotify.com/track/2Q9TaUXNM4mNSCgJjbmsJe,1
Cheirosa - Ao Vivo,Jorge & Mateus,0.528,0.87,-3.123,0.085,0.24,0.0,0.714,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da,0
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",0.649,0.798,-4.346,0.178,0.226,0.0,0.857,https://open.spotify.com/track/1vnnXMrBeEWiRg3YCMCjQq,0
Feel It Still,Portugal. The Man,0.801,0.795,-5.115,0.05,0.042,0.0,0.754,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,0
Hava (feat. Young Thug),Camila Cabello,0.765,0.523,-4.333,0.03,0.184,0.0,0.394,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,3
Hit Contagiante,"Felipe Origil, MC Kevin o Chris, Sodré, JS o Mão de Ouro",0.819,0.684,-7.169,0.119,0.132,0.0,0.959,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi,0
MIA (feat. Drake),Bad Bunny,0.817,0.539,-6.349,0.062,0.014,0.0,0.158,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,3
New Rules,Dua Lipa,0.762,0.7,-6.021,0.069,0.003,0.0,0.608,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,0
Nunca Es Suficiente,"Los Ángeles Azules, talia Lafourcade",0.789,0.518,-5.417,0.041,0.398,0.0,0.78,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg,0
Some que ele vem atrás,"Anitta, Marília Mendonça",0.648,0.795,-5.536,0.17,0.075,0.0,0.598,https://open.spotify.com/track/2qD7VoDYcrAPY0cVEfpsR5,0
Supera - Ao Vivo,Marília Mendonça,0.665,0.743,-4.434,0.057,0.06,0.0,0.658,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,0
Surtada - Remix Brega Funk,"Dadá Boladão, Tati Zaqui, OIK",0.832,0.55,-7.026,0.059,0.249,0.0,0.881,https://open.spotify.com/track/5F8ffc8KWKNawllr5WsW0r,0
The Middle,"Zedd, Maren Morris, Grey",0.753,0.657,-3.061,0.045,0.171,0.0,0.437,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,3
Verdinha,"LUDMILLA, Topo La Maskara, Walshy Fire",0.845,0.954,-3.656,0.124,0.345,0.0,0.63,https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ,0
All Around The World (La La La),"R3HAB, A Touch Of Class",0.733,0.859,-0.00503,0.033,0.479,0.065,0.52,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,0
Body (feat. brando),Loud Luxury,0.752,0.764,-4.399,0.038,0.048,0.0,0.582,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,0
Promises (with Sam Smith),Calvin Harris Jessie Reyez,0.781,0.768,-5.991,0.039,0.012,0.0,0.486,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,0
SOS (feat. Aloe Blacc),Avicii,0.802,0.645,-6.181,0.072,0.272,0.0,0.376,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,3
Camelot,NLE Choppa,0.787,0.713,-5.252,0.401,0.085,0.0,0.761,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF,1
JACKBOYS,JACKBOYS,0.413,0.13,-25.166,0.034,0.9,0.82,0.068,https://open.spotify.com/track/62zKJrpbLxz6InR3tGyr7o,2
Murder On My Mind,YNW Melly,0.759,0.73,-7.985,0.052,0.145,0.0,0.74,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,0
Vor der Tür,Gzuz,0.856,0.726,-6.263,0.189,0.016,0.001,0.197,https://open.spotify.com/track/2LgsKzO8lCeXk0TMd9veWW,3
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",0.328,0.607,-11.076,0.032,0.318,0.0,0.395,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy,2
Hop Off A Jet (feat. Travis Scott),Young Thug,0.823,0.476,-8.951,0.242,0.012,0.0,0.353,https://open.spotify.com/track/3RZftiuTcLOqpsd8ZlwNhr,3
Christmas Time,Backstreet Boys,0.553,0.638,-6.936,0.024,0.256,0.0,0.475,https://open.spotify.com/track/72NzBkyGzlInzlFGarAK7k,4
Christmas Time Is Here,Brett Eldredge,0.369,0.3,-11.994,0.032,0.921,0.001,0.24,https://open.spotify.com/track/1moEucbMhmAK6KVPoNw6ms,2
Have Yourself a Merry Little Christmas,Christi Aguilera,0.244,0.274,-10.433,0.04,0.871,0.0,0.164,https://open.spotify.com/track/0iV9yfj1knFNOSEiuTHZwl,2
It's Beginning To Look Like Christmas,Bing Crosby,0.473,0.212,-15.018,0.05,0.77,0.0,0.576,https://open.spotify.com/track/44mYhOVgerj2qPjkGDVA6n,2
Mele Kalikimaka (Merry Christmas),"Bing Crosby, The Andrews Sisters",0.5,0.224,-12.431,0.094,0.646,0.0,0.62,https://open.spotify.com/track/04vLj9QUXoKdRlsp3gkURo,2
Mis Deseos / Feliz navidad (with Thalia),Michael Bublé,0.657,0.571,-0.00652,0.038,0.6,0.0,0.798,https://open.spotify.com/track/0kmrXYtFI8cgxsShrJpThx,0
Oh Holy Night,Nina Nesbitt,0.324,0.197,-10.191,0.034,0.801,0.0,0.338,https://open.spotify.com/track/2HD7DoEe9FdtvGdAdQIv5W,2
Rockin' Around The Christmas Tree,Mel & Kim,0.578,0.589,-10.795,0.108,0.65,0.0,0.657,https://open.spotify.com/track/5gpImN0eqlucE3a3r121SF,2
This Christmas,Christi Aguilera,0.575,0.744,-5.466,0.06,0.069,0.0,0.701,https://open.spotify.com/track/32h59T8q2SonUPJ006lyXt,0
Winter Wonderland,Bing Crosby,0.648,0.228,-12.335,0.045,0.769,0.0,0.503,https://open.spotify.com/track/5VEuraNSVxMTzDTtrmL3lQ,2
Winter Wonderland,Hanh Kerr,0.676,0.412,-0.00797,0.035,0.796,0.0,0.47,https://open.spotify.com/track/6KsFSrVS3DwG4xNAPQvznC,3
Wrapped in Red,Kelly Clarkson,0.54,0.734,-4.668,0.037,0.365,0.0,0.36,https://open.spotify.com/track/2nMZx7QHerfo4Wv37xNUEC,4
"Baby, It's Cold Outside (feat. Kelly Clarkson)",John Legend,0.544,0.593,-6.313,0.073,0.499,0.0,0.494,https://open.spotify.com/track/54q6WgqyTXjwOSrevVR8z9,4
HERE (For Christmas),Lukas Graham,0.742,0.625,-5.296,0.059,0.296,0.0,0.31,https://open.spotify.com/track/1Cth2nNUYYfCiSoIei6rCi,3
Cherry,Harry Styles,0.53,0.512,-9.261,0.026,0.615,0.005,0.411,https://open.spotify.com/track/2IOFZdYYkFxEHVz1w34PoL,2
Mit Dir,Loreda,0.752,0.526,-5.863,0.335,0.159,0.0,0.643,https://open.spotify.com/track/26FNTVsgF4m31xvDgFfhGW,1
She,Harry Styles,0.535,0.521,-5.942,0.027,0.001,0.371,0.457,https://open.spotify.com/track/6SQLk9HSNketfgs2AyIiMs,4
why are you here,Machine Gun Kelly,0.559,0.889,-3.995,0.043,0.006,0.0,0.628,https://open.spotify.com/track/63h44N1oLElnzut7RxZt6Z,0
"Sunflower, Vol. 6",Harry Styles,0.566,0.846,-6.904,0.035,0.001,0.001,0.86,https://open.spotify.com/track/6iYMfxznTBlcVOgRHab2W0,0
To Be So Lonely,Harry Styles,0.758,0.436,-7.269,0.042,0.618,0.0,0.605,https://open.spotify.com/track/5JiH89mHrv9oWHlD0T326z,3
Fine Line,Harry Styles,0.306,0.347,-0.0085,0.033,0.172,0.0,0.051,https://open.spotify.com/track/6VzcQuzTNTMFnJ6rBSaLH9,4
Treat People With Kindness,Harry Styles,0.653,0.869,-3.725,0.038,0.128,0.0,0.697,https://open.spotify.com/track/03mMSLEJCPoGJwQhHpN5y0,0
Canyon Moon,Harry Styles,0.603,0.621,-0.00714,0.027,0.328,0.0,0.7,https://open.spotify.com/track/5IhzJOXNE7ki0IIJbZbnGq,0
Lean Wit Me,Juice WRLD,0.665,0.651,-5.515,0.156,0.041,0.0,0.237,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa,4
Trampoline,SHAED,0.689,0.412,-7.523,0.03,0.488,0.0,0.537,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,3
Armed And Dangerous,Juice WRLD,0.736,0.67,-6.702,0.311,0.186,0.0,0.845,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,1
Audacity (feat. Headie One),Stormzy,0.678,0.516,-4.601,0.444,0.052,0.0,0.11,https://open.spotify.com/track/6Oq4fiDzKaFMU89dTvM24u,1
KEIN SCHLAF,"Nimo, Hava",0.606,0.715,-5.608,0.173,0.294,0.0,0.393,https://open.spotify.com/track/6416zJN0FGPmh1Ph4BH2h3,4
LOYAL (feat. Drake),PARTYNEXTDOOR,0.866,0.53,-6.347,0.05,0.517,0.002,0.203,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS,3
Ransom (with Juice WRLD) - Remix,Lil Tecca,0.684,0.671,-6.424,0.289,0.012,0.0,0.45,https://open.spotify.com/track/2WsuSYJNXGKXVYkHPnq2yp,1
bad vibes forever,"XXXTENTACION, PnB Rock, Trippie Redd",0.8,0.526,-5.153,0.072,0.334,0.002,0.746,https://open.spotify.com/track/03eJ2DclFWXYU8GWgANdmZ,3
COLT,Samra,0.544,0.53,-6.168,0.428,0.345,0.0,0.184,https://open.spotify.com/track/76IVpz47q3ghkxoUeTTEKb,1
Own It (feat. Ed Sheeran & Bur Boy),Stormzy,0.817,0.781,-4.178,0.112,0.008,0.0,0.359,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu,3
Graduation (with Juice WRLD),benny blanco,0.731,0.65,-5.286,0.271,0.107,0.0,0.605,https://open.spotify.com/track/6cjSh516BbrNUs213jDAGm,1
Black & White,Juice WRLD,0.776,0.736,-4.612,0.247,0.08,0.0,0.233,https://open.spotify.com/track/1fCeXjoRExPP2qwSBh2aST,1
Empty,Juice WRLD,0.745,0.561,-4.869,0.081,0.076,0.0,0.449,https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v,3
Fast,Juice WRLD,0.623,0.608,-5.937,0.043,0.426,0.0,0.263,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ,4
Hear Me Calling,Juice WRLD,0.699,0.687,-3.997,0.106,0.308,0.0,0.499,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk,0
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,0.581,0.662,-5.239,0.303,0.015,0.0,0.434,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,1
Wasted (feat. Lil Uzi Vert),Juice WRLD,0.742,0.579,-5.024,0.202,0.038,0.0,0.502,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe,3
1400 / 999 Freestyle,"Trippie Redd, Juice WRLD",0.825,0.572,-6.067,0.086,0.008,0.0,0.568,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R,3
6 Kiss,"Trippie Redd, Juice WRLD, YNW Melly",0.687,0.449,-10.061,0.154,0.109,0.0,0.229,https://open.spotify.com/track/7tgjDlQsMR8RvkdlNCJA58,3
Feeling,Juice WRLD,0.712,0.515,-6.004,0.086,0.234,0.0,0.563,https://open.spotify.com/track/2Jh3UqxnHJMyzMzku4uOtE,3
Fine Chi,"Future, Juice WRLD",0.656,0.542,-7.358,0.323,0.048,0.0,0.551,https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,1
Hide (feat. Seezyn),Juice WRLD,0.715,0.639,-5.017,0.075,0.062,0.0,0.151,https://open.spotify.com/track/6rz0dTA0PdhXImFV5EjM0w,4
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,0.612,0.601,-7.089,0.164,0.168,0.0,0.525,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,3
"break up with your girlfriend, i'm bored",Ariana Grande,0.726,0.554,-0.00529,0.092,0.042,0.0,0.335,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,4
Ex Bitch,XXXTENTACION,0.835,0.462,-6.227,0.155,0.513,0.0,0.702,https://open.spotify.com/track/40KuvsFD0zpUFuCcmt5Xm0,3
Otro Trago,"Sech, Darell",0.746,0.7,-4.669,0.341,0.136,0.0,0.619,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,1
Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez",0.688,0.62,-8.029,0.22,0.753,0.0,0.727,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,1
Living Proof,Camila Cabello,0.735,0.514,-5.464,0.082,0.109,0.0,0.517,https://open.spotify.com/track/4jFD7byoPdGkEdjHLMduR9,3
Shameless,Camila Cabello,0.377,0.651,-5.437,0.059,0.02,0.0,0.085,https://open.spotify.com/track/2ogKhhoMClkFXek7ZgxAhN,4
Tiffany,Shindy,0.796,0.631,-7.343,0.052,0.011,0.002,0.534,https://open.spotify.com/track/2L0H5LWEuIAvrzfzTruyCB,3
boyfriend (with Social House),Ariana Grande,0.4,0.795,-3.731,0.461,0.119,0.0,0.702,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,1
Der Bratan bleibt der gleiche,Capital Bra,0.612,0.704,-4.147,0.372,0.126,0.0,0.672,https://open.spotify.com/track/2M39v73rNJmAXUXIW0oagP,1
Enemies (feat. DaBaby),Post Malone,0.542,0.674,-4.169,0.21,0.059,0.0,0.667,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,0
Follow God,Kanye West,0.529,0.9,-3.503,0.418,0.0,0.0,0.434,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,1
Hollywood's Bleeding,Post Malone,0.405,0.646,-3.206,0.048,0.331,0.0,0.17,https://open.spotify.com/track/7sWRlDoTDX8geTR8zzr2vt,4
Saint-Tropez,Post Malone,0.617,0.684,-3.618,0.044,0.055,0.0,0.295,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq,4
Takeaway (feat. Lennon Stella),"The Chainsmokers, ILLENIUM",0.294,0.505,-8.106,0.042,0.12,0.0,0.357,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S,4
Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,0.456,0.828,-6.225,0.077,0.024,0.0,0.313,https://open.spotify.com/track/421eObjg0DTm2qajJl5OJm,4
Orphans,Coldplay,0.503,0.808,-5.051,0.045,0.026,0.001,0.282,https://open.spotify.com/track/03T4ttRCiLXST6MZjeMwmR,4
Qué Pe,"Maluma, J Balvin",0.635,0.661,-6.425,0.364,0.102,0.0,0.858,https://open.spotify.com/track/5099x34vBakWpGkHourFxP,1
Show Yourself,"Idina Menzel, Evan Rachel Wood",0.321,0.429,-7.073,0.03,0.724,0.0,0.174,https://open.spotify.com/track/50WeOnXhM1H7AZEeIDoWfZ,2
Trigger,"Major Lazer, Khalid, Death Stranding: Timefall, Diplo",0.57,0.585,-7.041,0.251,0.128,0.0,0.378,https://open.spotify.com/track/0Z26mbSHJ1dkUu7g9DDgif,1
Used To Love (with Dean Lewis),Martin Garrix,0.651,0.693,-4.722,0.038,0.458,0.0,0.392,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP,4
Who Needs Love,Trippie Redd,0.85,0.516,-7.664,0.071,0.763,0.0,0.874,https://open.spotify.com/track/2ktxr00GpTtbMNeBjNeY8D,3
Hasta Que Salga el Sol,Ozuna,0.826,0.816,-4.608,0.068,0.02,0.001,0.598,https://open.spotify.com/track/0dDboLfmRNsTBscy4j3Rnl,0
Bellaquita,"Dalex, Lenny Tavárez",0.584,0.698,-3.961,0.106,0.09,0.0,0.765,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ,0
blun7 a swishland,tha Supreme,0.692,0.792,-5.984,0.245,0.13,0.0,0.566,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP,1
"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,0.591,0.8,-4.956,0.286,0.353,0.0,0.592,https://open.spotify.com/track/4etKC4ngPKsQDHUMnYgV3A,1
F.N,Lil Tjay,0.567,0.515,-10.265,0.247,0.354,0.0,0.321,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu,1
Skifahren (feat. Joshi Mizu),"The Cratez, Bausa, Maxwell",0.719,0.705,-6.891,0.252,0.223,0.0,0.435,https://open.spotify.com/track/1E1YyZjbteIz2XQyLvtRxD,1
Soldi in Nero - feat. Sfera Ebbasta,Shiva,0.748,0.662,-4.832,0.285,0.149,0.0,0.346,https://open.spotify.com/track/1Xm2e1vDwOMeJJioWuG1s7,1
Tongue Tied (with YUNGBLUD & blackbear),Marshmello,0.628,0.821,-2.721,0.053,0.021,0.0,0.465,https://open.spotify.com/track/7jzldCBnJjpJM3epzJ85KE,4
Don't Call Me Angel (Charlie's Angels) (with Miley Cyrus & La Del Rey),Ariana Grande,0.644,0.755,-5.325,0.045,0.002,0.0,0.334,https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2,4
Good Thing (with Kehlani),Zedd,0.693,0.564,-3.857,0.038,0.399,0.0,0.574,https://open.spotify.com/track/5aUSEPNd3m5xliFK4pn5mU,3
Obsession,EXO,0.704,0.729,-3.851,0.062,0.002,0.0,0.71,https://open.spotify.com/track/7fK0csBoqbcgUuWGV0cpoD,0
Call You Mine (feat. Bebe Rexha),The Chainsmokers,0.591,0.702,-0.00559,0.029,0.225,0.0,0.501,https://open.spotify.com/track/6IJTc8xo6XasOU8fpxMU57,4
Juicy,"Doja Cat, Tyga",0.785,0.652,-2.607,0.067,0.102,0.0,0.484,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,0
Love Me More,Trippie Redd,0.638,0.539,-5.853,0.05,0.22,0.0,0.247,https://open.spotify.com/track/6uYgCE2OEulOw5zhHvZsHf,3
Make It Right (feat. Lauv),BTS,0.584,0.685,-7.811,0.425,0.03,0.0,0.345,https://open.spotify.com/track/314ZkcV7oLWG8yWE7LABvH,1
Bang Bang,YNW Melly,0.657,0.522,-7.632,0.397,0.156,0.0,0.442,https://open.spotify.com/track/66FltlEV09mPJYAyfYm8De,1
Rescue Me,OneRepublic,0.759,0.605,-7.737,0.043,0.156,0.0,0.64,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,3
Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",0.817,0.672,-5.612,0.299,0.441,0.0,0.774,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,1
Alocao (With Bad Gyal),Omar Montes,0.673,0.752,-4.705,0.057,0.214,0.0,0.699,https://open.spotify.com/track/6RyuoOJXNzlVWpfC5xQyeI,0
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Luy)",Dímelo Flow,0.747,0.647,-3.234,0.074,0.113,0.0,0.478,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL,0
Jerry Sprunger (with T-Pain),Tory Lanez,0.76,0.746,-5.331,0.227,0.137,0.0,0.449,https://open.spotify.com/track/6JsHgIkMYHcbNtKfsal2Mg,1
Te Quemaste,"Manuel Turizo, Anuel AA",0.729,0.773,-2.486,0.131,0.611,0.001,0.718,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC,0
All For Me,"Trippie Redd, Smokepurpp",0.445,0.737,-5.516,0.483,0.505,0.0,0.642,https://open.spotify.com/track/01kOu8BA8yzAHx9LUidTi9,1
Champion Of The World,Coldplay,0.503,0.594,-7.095,0.026,0.003,0.01,0.168,https://open.spotify.com/track/6mf7BNgXs8JipPr2QILnyN,4
Hate Me,"Trippie Redd, YoungBoy Never Broke Again",0.872,0.48,-7.184,0.066,0.406,0.0,0.61,https://open.spotify.com/track/1FxTz4x5X7ewAICkKhB3kA,3
Leray,Trippie Redd,0.774,0.195,-12.233,0.087,0.789,0.001,0.369,https://open.spotify.com/track/6GivWRmlYtefJr28jev6e0,2
Love Sick,Trippie Redd,0.861,0.712,-0.00672,0.104,0.527,0.0,0.687,https://open.spotify.com/track/2PRKaIkl62537yLUt8VhHR,0
Love You For A Long Time,Maggie Rogers,0.707,0.67,-6.137,0.032,0.164,0.003,0.822,https://open.spotify.com/track/6QTPacyXkZWG9FMwq6L1hJ,0
Make It To Heaven (with Raye),"David Guetta, MORTEN",0.587,0.92,-4.697,0.091,0.094,0.073,0.35,https://open.spotify.com/track/5dS2dvXVPe7AR6UwBpnomW,4
Real Feel,Trippie Redd,0.837,0.57,-5.221,0.077,0.372,0.0,0.425,https://open.spotify.com/track/6Dqja51kHdm93TJGkX7T16,3
Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,0.512,0.623,-6.553,0.081,0.019,0.0,0.219,https://open.spotify.com/track/364spZLB5bhNlnPrzvUB41,4
Something Real (with London On Da Track & Chris Brown),Summer Walker,0.685,0.667,-3.837,0.037,0.056,0.0,0.643,https://open.spotify.com/track/4otQJBpb8okSeykALR3eCH,0
This Ain't That,"Trippie Redd, Lil Mosey",0.716,0.68,-4.755,0.059,0.114,0.0,0.219,https://open.spotify.com/track/07NMFSwppnky8JyIQIxAQZ,4
Til The End of Time,Trippie Redd,0.747,0.596,-6.904,0.029,0.182,0.0,0.502,https://open.spotify.com/track/3Z9vHQOOPvRtOnTPyXLkWD,3
